,Bus_Station_Name,Location,Postcode
14076,Jumping Creek Rd/Warrandyte-Ringwood Rd (Warrandyte),"-37.74697, 145.23555",3113
14077,Johansons Rd/Warrandyte-Ringwood Rd (Warrandyte),"-37.748518, 145.235388",3113
14078,Harding Rd/Warrandyte-Ringwood Rd (Warrandyte),"-37.752343, 145.234435",3113
14079,Royden Rd/Warrandyte-Ringwood Rd (Warrandyte),"-37.756504, 145.232497",3134
14080,La Trobe Uni Thomas Cherry Building/Science Dr (Bundoora),"-37.72086, 145.046337",3081
14081,Brumbys Rd/Warrandyte-Ringwood Rd (Warrandyte South),"-37.759955, 145.234208",3134
14082,Wyena Pony Club/47 Croydon Rd (Warrandyte South),"-37.764104, 145.237447",3114
14083,Delaneys Rd/Wonga Rd (Ringwood North),"-37.76807, 145.244165",3114
14084,Fielder Rd/Belgrave-Gembrook Rd (Cockatoo),"-37.944578, 145.515486",3781
14085,Fielder Rd/Belgrave-Gembrook Rd (Cockatoo),"-37.944627, 145.515155",3781
14086,Royena Ct/Highfield Ave (Warranwood),"-37.770055, 145.245514",3114
14087,Daisy St/Highfield Ave (Warranwood),"-37.771149, 145.244523",3114
14088,Hutchins Ct/Highfield Ave (Warranwood),"-37.773134, 145.246543",3114
14089,Warranwood PS/Wellington Park Dr (Warranwood),"-37.774459, 145.2465",3134
14090,Mulsanne Way/Wellington Park Dr (Warranwood),"-37.775962, 145.244001",3114
14091,Nalinga Ct/Little John Rd (Warranwood),"-37.777245, 145.241166",3114
14092,Old Warrandyte Rd/Little John Rd (Warranwood),"-37.778736, 145.238405",3114
14093,Quamby Rd/Old Warrandyte Rd (Ringwood North),"-37.780564, 145.237692",3114
14094,Middlebrook Dr/Tortice Dr (Ringwood North),"-37.787406, 145.237813",3114
14095,Heape Way/Tortice Dr (Ringwood North),"-37.786314, 145.23952",3114
14096,North Ringwood Community House/Tortice Dr (Ringwood North),"-37.784897, 145.240621",3114
14097,Stamford Ct/Tortice Dr (Ringwood North),"-37.786628, 145.24611",3114
14098,137 Lakeview Dr (Lilydale),"-37.775188, 145.344264",3140
14099,North Melbourne Station/Dryburgh St (West Melbourne),"-37.806807, 144.942644",3003
14100,Lincoln Square/Bouverie St (Carlton),"-37.801986, 144.962335",3010
14101,Ganton Ct/Tortice Dr (Ringwood North),"-37.784967, 145.243515",3114
14102,Montanus Ct/Wonga Rd (Ringwood),"-37.788322, 145.247887",3135
14103,Towerhill Dr/Wonga Rd (Ringwood),"-37.792223, 145.244808",3135
14104,Hamilton Dr/Wonga Rd (Ringwood),"-37.794223, 145.242319",3135
14105,Rowville Lakes SC/St Lawrance Way (Rowville),"-37.913973, 145.257935",3178
14106,Rowville Lakes SC/St Lawrance Way (Rowville),"-37.914107, 145.257807",3178
14107,Plenty Rd/McDonalds Rd (South Morang),"-37.651223, 145.086973",3082
14108,Oban Rd/Wonga Rd (Ringwood),"-37.795039, 145.240812",3134
14109,Watergardens Station/Watergardens Circuit Rd (Taylors Lakes),"-37.700942, 144.774299",3038
14110,Edgewater Park/Cumberland Dr (Maribyrnong),"-37.788202, 144.901008",3011
14111,Cormorant Pl/Cumberland Dr (Maribyrnong),"-37.786504, 144.899751",3011
14112,Bracken Ave/Edgewater Bvd (Maribyrnong),"-37.78543, 144.897635",3032
14113,Jacks Way/Edgewater Bvd (Maribyrnong),"-37.785122, 144.895066",3032
14114,Edgewater SC/Edgewater Bvd (Maribyrnong),"-37.784703, 144.891751",3011
14115,Rangeview Ave/Chadstone Rd (Malvern East),"-37.884544, 145.078711",3148
14116,Panfield Ave/Wonga Rd (Ringwood),"-37.796404, 145.238701",3134
14117,Lyric St/Gordon St (Maribyrnong),"-37.781094, 144.891524",3032
14118,Highpoint SC/Aquatic Dr (Maribyrnong),"-37.776086, 144.887648",3032
14119,Highpoint SC/Aquatic Dr (Maribyrnong),"-37.776044, 144.887308",3032
14120,Macedon St/Gordon St (Maribyrnong),"-37.781432, 144.891299",3032
14121,Edgewater SC/Edgewater Bvd (Maribyrnong),"-37.784892, 144.892279",3011
14122,Jacks Way/Edgewater Bvd (Maribyrnong),"-37.785146, 144.894384",3011
14123,Bracken Ave/Edgewater Bvd (Maribyrnong),"-37.785545, 144.897518",3011
14124,Cormorant Pl/Cumberland Dr (Maribyrnong),"-37.786708, 144.900608",3011
14125,Edgewater Park/Cumberland Dr (Maribyrnong),"-37.78833, 144.901073",3011
14126,Footscray Station/Irving St (Footscray),"-37.80139, 144.901192",3011
14127,Byron St/Wonga Rd (Ringwood),"-37.798569, 145.236446",3134
14128,Wonga Rd/Warrandyte Rd (Ringwood),"-37.801091, 145.233945",3134
14129,Footscray Hospital/Gordon St (Footscray),"-37.792365, 144.889376",3011
14130,Pembroke Cres/Newlyn Dr (Craigieburn),"-37.606397, 144.92695",3064
14131,Ramsbury St/Newlyn Dr (Craigieburn),"-37.606742, 144.925038",3064
14132,St Andrews Dr/Fairways Bvd (Craigieburn),"-37.60715, 144.920099",3064
14133,Lauriston Ct/Warrandyte Rd (Ringwood),"-37.802485, 145.232526",3134
14134,Ramsbury St/Newlyn Dr (Craigieburn),"-37.606723, 144.925015",3064
14135,Pembroke Cres/Newlyn Dr (Craigieburn),"-37.60635, 144.92685",3064
14136,Balyang Way/Craigieburn Rd (Craigieburn),"-37.594695, 144.91237",3064
14137,Balyang Way/Craigieburn Rd (Craigieburn),"-37.595369, 144.914843",3064
14138,Loughnan Rd/Warrandyte Rd (Ringwood),"-37.805229, 145.230416",3134
14139,Moorna Dr/Fullarton Rd (Airport West),"-37.728715, 144.868844",3042
14140,Ohea St/Sydney Rd (Coburg),"-37.737093, 144.96659",3058
14141,Gaffney St/Sydney Rd (Coburg),"-37.734443, 144.965493",3058
14142,Mercy College/Sydney Rd (Coburg),"-37.730794, 144.963959",3058
14143,Spry St/Sydney Rd (Coburg),"-37.726216, 144.963483",3058
14144,Mullum Mullum Rd/Warrandyte Rd (Ringwood),"-37.807205, 145.230562",3134
14145,Edward St/Major Rd (Fawkner),"-37.707041, 144.965143",3060
14146,Greek Orthodox Church/Major Rd (Fawkner),"-37.706674, 144.96167",3060
14147,Gowrie Station/Jukes Rd (Fawkner),"-37.701125, 144.960768",3060
14148,Glynda St/Jukes Rd (Fawkner),"-37.701531, 144.964397",3060
14149,Glynda St/Jukes Rd (Fawkner),"-37.701615, 144.965132",3060
14150,Gowrie Station/Jukes Rd (Fawkner),"-37.701153, 144.960778",3060
14151,Greek Orthodox Church/Major Rd (Fawkner),"-37.706638, 144.961637",3060
14152,Bonwick St/Major Rd (Fawkner),"-37.707009, 144.964361",3060
14153,Woodside Ave/Warrandyte Rd (Ringwood),"-37.808684, 145.23064",3134
14154,Goleen St/Sydney Rd (Fawkner),"-37.726114, 144.963826",3058
14155,Madden St/Bulla Rd (Essendon North),"-37.741531, 144.908149",3041
14156,Royal Ave/Bulla Rd (Essendon North),"-37.738934, 144.906543",3041
14157,St Georges Rd/Bell St (Preston),"-37.744394, 144.996634",3072
14158,Melbourne Polytechnic/St Georges Rd (Preston),"-37.742536, 144.998137",3072
14159,Northern College Arts & Tech/Murray Rd (Preston),"-37.740347, 145.025988",3072
14160,Sunshine Station/Dickson St (Sunshine),"-37.787373, 144.832821",3022
14161,Sunshine Station/Dickson St (Sunshine),"-37.787269, 144.832586",3020
14162,Heidelberg Station/Yarra St (Heidelberg),"-37.757098, 145.061684",3084
14163,Margaret St/Middleborough Rd (Box Hill North),"-37.815128, 145.139425",3130
14164,Reservoir Station/Edwardes St (Reservoir),"-37.716278, 145.006275",3073
14165,Footscray Plaza SC/Paisley St (Footscray),"-37.800858, 144.898674",3011
14166,Leeds St/Paisley St (Footscray),"-37.800987, 144.900363",3011
14167,Toulouse Rd/The Lakes Bvd (South Morang),"-37.628491, 145.074548",3752
14168,Mill Park Lakes Reserve/The Lakes Bvd (South Morang),"-37.628888, 145.071852",3752
14169,Davey St/Middleborough Rd (Box Hill),"-37.817238, 145.138985",3130
14170,Toulouse Rd/The Lakes Bvd (South Morang),"-37.628614, 145.074352",3752
14171,Mill Park Lakes Reserve/The Lakes Bvd (South Morang),"-37.628934, 145.071885",3752
14172,Somerton Rd/Reservoir Dr (Roxburgh Park),"-37.641852, 144.931156",3048
14173,Pascoe Vale Rd/Reservoir Dr (Roxburgh Park),"-37.643456, 144.930136",3048
14174,Somerton Rd/Reservoir Dr (Roxburgh Park),"-37.64259, 144.931146",3048
14175,666 Ringwood-Warrandyte Rd (Ringwood North),"-37.786374, 145.233943",3114
14176,Altona St/Kensington Rd (Kensington),"-37.79621, 144.924188",3031
14177,Derby St/Kensington Rd (Kensington),"-37.795205, 144.925976",3031
14178,Kensington Station/Macaulay Rd (Kensington),"-37.79442, 144.929519",3031
14179,Albermarle St/Macaulay Rd (Kensington),"-37.794928, 144.933797",3031
14180,Macaulay Station/Macaulay Rd (North Melbourne),"-37.795197, 144.936288",3031
14181,Boundary Rd/Canning St (North Melbourne),"-37.79551, 144.939243",3051
14182,Melrose St/Canning St (North Melbourne),"-37.795817, 144.941302",3051
14183,Dryburgh St/Haines St (North Melbourne),"-37.79837, 144.944593",3051
14184,Abbotsford St/Haines St (North Melbourne),"-37.798607, 144.946789",3051
14185,Curzon St/Haines St (North Melbourne),"-37.798883, 144.949212",3051
14186,Joseph Ct/Milne Rd (Park Orchards),"-37.78404, 145.22974",3114
14187,O'Shanassy St/Errol St (North Melbourne),"-37.799899, 144.950104",3051
14188,Dowling Pl/Wreckyn St (North Melbourne),"-37.801047, 144.953423",3050
14189,Swanston St/Grattan St (Carlton),"-37.800573, 144.964532",3010
14190,Lygon St/Grattan St (Carlton),"-37.800769, 144.966514",3053
14191,Rathdowne St/Grattan St (Carlton),"-37.801089, 144.969379",3053
14192,Milan Ct/Rees Rd (Sunbury),"-37.562362, 144.709454",3429
14193,Killara PS/Rees Rd (Sunbury),"-37.563806, 144.70538",3429
14194,Outhwaite Rd/Oriel Rd (Heidelberg West),"-37.738877, 145.043718",3081
14195,Lawrence Ave/Fullbrook Dr (Sunbury),"-37.559116, 144.707482",3429
14196,Stewarts Lane/Strathearn Dr (Sunbury),"-37.566367, 144.714279",3429
14197,St Anne's Catholic PS/Riddell Rd (Sunbury),"-37.568401, 144.720206",3429
14198,Sunbury Recreation Reserve/Riddell Rd (Sunbury),"-37.571985, 144.723334",3429
14199,Cambala Ave/Gillwell Rd (Lalor),"-37.667598, 144.995277",3075
14200,Milne Rd/Berringa Rd (Park Orchards),"-37.783132, 145.22748",3114
14201,Lions Aged Hostel/Barkly St (Sunbury),"-37.586195, 144.728405",3429
14202,Barkly St/Harker St (Sunbury),"-37.584834, 144.729805",3429
14203,Brook St/Jackson St (Sunbury),"-37.583288, 144.734665",3429
14204,Vaughan St/Macedon St (Sunbury),"-37.582133, 144.738391",3429
14205,Merlynston Station/Merlyn St (Coburg North),"-37.720631, 144.959972",3058
14206,Muirfield Dr/Gleneagles Dr (Sunbury),"-37.582106, 144.755378",3429
14207,Kolora Rd/Dougharty Rd (Heidelberg West),"-37.734138, 145.045432",3081
14208,Goonawarra PS/Carnoustie Dr (Sunbury),"-37.581386, 144.752568",3429
14209,Hilton St/Widford St (Glenroy),"-37.699857, 144.92427",3046
14210,Ash Ct/Widford St (Glenroy),"-37.698052, 144.924638",3046
14211,Widford St/Daley St (Glenroy),"-37.696784, 144.925274",3046
14212,Glen St/Daley St (Glenroy),"-37.697195, 144.928677",3046
14213,Cardinal Rd/Daley St (Glenroy),"-37.697661, 144.932622",3046
14214,Justin Ave/Daley St (Glenroy),"-37.697904, 144.934657",3046
14215,Morley St/Evell St (Glenroy),"-37.697282, 144.938235",3046
14216,West St/Evell St (Glenroy),"-37.698136, 144.940718",3046
14217,Sadie St/Evell St (Glenroy),"-37.69928, 144.942717",3046
14218,Southern Rd/Waterdale Rd (Heidelberg West),"-37.742711, 145.047805",3081
14219,Dalry Ave/Park Rd (Park Orchards),"-37.781468, 145.224681",3114
14220,May St/Evell St (Glenroy),"-37.700766, 144.945273",3046
14221,Daley St/Morley St (Glenroy),"-37.698673, 144.93738",3046
14222,West St/Bourchier St (Glenroy),"-37.701045, 144.939027",3046
14223,Hilton St/Bourchier St (Glenroy),"-37.702112, 144.941833",3046
14224,Regent St/Hilton St (Hadfield),"-37.702812, 144.945262",3046
14225,Thames St/Hilton St (Hadfield),"-37.703047, 144.947388",3046
14226,Richmond St/Hilton St (Hadfield),"-37.703443, 144.950484",3046
14227,Keilor City Hub/Old Calder Hwy (Keilor),"-37.717254, 144.830431",3036
14228,Keilor SC/Old Calder Hwy (Keilor),"-37.719231, 144.834525",3036
14229,Flora St/Old Calder Hwy (Keilor),"-37.72052, 144.836995",3036
14230,Meldrum St/Kilby Rd (Kew East),"-37.792018, 145.052834",3102
14231,Warburton Recreation Reserve/Warburton Hwy (Warburton),"-37.752991, 145.695922",3799
14232,Warburton Post Office/Warburton Hwy (Warburton),"-37.753438, 145.689876",3799
14233,Alpine Retreat Hotel/Warburton Hwy (Warburton),"-37.754726, 145.684109",3799
14234,Scotchmans Creek Rd/Warburton Hwy (Warburton),"-37.755221, 145.680048",3799
14235,Hooks Rd/Warburton Hwy (Warburton),"-37.754548, 145.668277",3799
14236,Dee Rd/Warburton Hwy (Millgrove),"-37.753093, 145.656782",3799
14237,Millgrove CFA/Warburton Hwy (Millgrove),"-37.753807, 145.654669",3799
14238,Millgrove General Store/Warburton Hwy (Millgrove),"-37.755201, 145.652793",3799
14239,Woodvale Rd/Warburton Hwy (Wesburn),"-37.764109, 145.645275",3799
14240,Edward St/Warburton Hwy (Wesburn),"-37.767428, 145.645476",3799
14241,Euston Ave/Park Rd (Park Orchards),"-37.780891, 145.223513",3114
14242,Wesburn Park/Warburton Hwy (Wesburn),"-37.771927, 145.64637",3799
14243,Old Warburton Rd/Warburton Hwy (Wesburn),"-37.774969, 145.643646",3799
14244,Britannia Creek Rd/Warburton Hwy (Wesburn),"-37.777724, 145.640292",3799
14245,Bleaches Lane/Warburton Hwy (Yarra Junction),"-37.780833, 145.636385",3799
14246,Riversdale Rd/Warburton Hwy (Yarra Junction),"-37.783531, 145.625775",3797
14247,Lowes Rd/Warburton Hwy (Yarra Junction),"-37.781354, 145.620739",3797
14248,Yarra Junction PS/Warburton Hwy (Yarra Junction),"-37.779827, 145.606608",3797
14249,Waverley Rd/Remington Dr (Glen Waverley),"-37.890487, 145.183948",3150
14250,Daintree Ave/Park Rd (Park Orchards),"-37.779404, 145.219882",3114
14251,Rosebank Dr/Daphne Way (Cranbourne North),"-38.076981, 145.294865",3977
14252,Sardine St/Lorimer St (Port Melbourne),"-37.829981, 144.900529",3207
14253,Samantha Cres/Hamilton Dr (Cranbourne North),"-38.078626, 145.293311",3977
14254,Canberra St/Lorimer St (Port Melbourne),"-37.82695, 144.902876",3207
14255,TarraWarra Museum of Art/Healesville-Yarra Glen Rd (Healesville),"-37.658063, 145.466886",3777
14256,TarraWarra Museum of Art/Healesville-Yarra Glen Rd (Healesville),"-37.658296, 145.46678",3777
14257,Healesville & District Hospital/Maroondah Hwy (Healesville),"-37.647509, 145.529898",3777
14258,Healesville & District Hospital/Maroondah Hwy (Healesville),"-37.647411, 145.52998",3777
14259,Dowd Rd/Maroondah Hwy (Healesville),"-37.64888, 145.560623",3777
14260,Dowd Rd/Maroondah Hwy (Healesville),"-37.648192, 145.558891",3777
14261,Sabre Dr/Lorimer St (Port Melbourne),"-37.824519, 144.906535",3207
14262,Mt Alexander Rd/Keilor Rd (Essendon),"-37.743849, 144.908765",3041
14263,DST Group/Lorimer St (Port Melbourne),"-37.821874, 144.913403",3207
14264,Bayside Ave/Lorimer St (Port Melbourne),"-37.821269, 144.916397",3207
14265,Westside Ave/Lorimer St (Port Melbourne),"-37.820874, 144.919021",3207
14266,Baptcare Brookview Community/Dimboola Rd (Westmeadows),"-37.674494, 144.909773",3047
14267,Valley Park Bvd/Dimboola Rd (Westmeadows),"-37.675344, 144.909443",3047
14268,Pascoe Vale Station/Railway Pde (Pascoe Vale),"-37.72982, 144.928244",3044
14269,715 Lorimer St (Port Melbourne),"-37.820678, 144.924741",3207
14270,Cadd Lane/Hemmings St (Dandenong),"-37.983831, 145.210945",3177
14271,Newton Lane/Hemmings St (Dandenong),"-37.983742, 145.211004",3177
14272,Hall St/Lorimer St (Port Melbourne),"-37.820927, 144.927131",3008
14273,Cheltenham Railway Station/Charman Rd (Cheltenham),"-37.967337, 145.055257",3192
14274,Graham St/Lorimer St (Port Melbourne),"-37.821479, 144.930342",3207
14275,Cheltenham Railway Station/Charman Rd (Cheltenham),"-37.96742, 145.05538",3192
14276,Cheltenham Railway Station/Charman Rd (Cheltenham),"-37.96804, 145.055261",3192
14277,Ingles St/Lorimer St (Port Melbourne),"-37.821931, 144.932465",3207
14278,Grove End Rd/Heatherton Rd (Endeavour Hills),"-37.974211, 145.253222",3802
14279,Rogers St/Lorimer St (Port Melbourne),"-37.822729, 144.936373",3207
14280,Hartley St/Lorimer St (Southbank),"-37.823685, 144.941027",3008
14281,West Gate Fwy/Lorimer St (Southbank),"-37.825071, 144.945056",3008
14282,Lorimer St/Salmon St (Port Melbourne),"-37.821421, 144.920891",3207
14283,Turner St/Salmon St (Port Melbourne),"-37.823732, 144.921622",3207
14284,Phillip Ct/Salmon St (Port Melbourne),"-37.825888, 144.9223",3207
14285,Woolboard Rd/Salmon St (Port Melbourne),"-37.830899, 144.923863",3207
14286,Plummer St/Salmon St (Port Melbourne),"-37.832512, 144.924375",3207
14287,Telopea Ct/Excelsior Dr (Frankston North),"-38.119369, 145.160793",3198
14288,Salmon St/Williamstown Rd (Port Melbourne),"-37.834759, 144.925573",3207
14289,Anderson Oval/Williamstown Rd (Port Melbourne),"-37.83447, 144.927036",3207
14290,Murphy Reserve/Williamstown Rd (Port Melbourne),"-37.834008, 144.929492",3207
14291,Poolman St/Williamstown Rd (Port Melbourne),"-37.833768, 144.930691",3207
14292,Graham St/Williamstown Rd (Port Melbourne),"-37.833266, 144.933387",3207
14293,Rufus St/Miller St (Epping),"-37.647621, 145.01999",3076
14294,Cooper St/Miller St (Epping),"-37.65092, 145.019461",3076
14295,Epping Rd/Hayston Bvd (Epping),"-37.628551, 145.028564",3076
14296,Epping Rd/Hayston Bvd (Epping),"-37.628392, 145.02875",3076
14297,Redding Rise/Lyndarum Dr (Epping),"-37.629393, 145.011579",3076
14298,Rockfield St/Edgars Rd (Epping),"-37.630041, 145.005669",3076
14299,Zinnober Gdns/Edgars Rd (Epping),"-37.627093, 145.004581",3076
14300,Gammage Bvd/Edgars Rd (Epping),"-37.624744, 145.004769",3076
14301,Harvest Home Rd/Edgars Rd (Wollert),"-37.620405, 145.005021",3076
14302,Martin St/Drake St (Brighton),"-37.895733, 144.992106",3186
14303,Eaststone Ave/Edgars Rd (Wollert),"-37.619089, 145.004999",3076
14304,Harvest Home Rd/Edgars Rd (Epping),"-37.621025, 145.005423",3076
14305,Gammage Bvd/Edgars Rd (Epping),"-37.625306, 145.004935",3076
14306,Hemlock Way/Edgars Rd (Epping),"-37.62727, 145.004905",3076
14307,Edgars Rd/Rockfield St (Epping),"-37.630077, 145.006224",3076
14308,Redding Rise/Rockfield St (Epping),"-37.629318, 145.010924",3076
14309,New St/Martin St (Brighton),"-37.89614, 144.99429",3186
14310,Epping Plaza SC/Cooper St (Epping),"-37.65216, 145.017659",3075
14311,Mason St/Melbourne Rd (Newport),"-37.841708, 144.883095",3015
14312,North Rd/Melbourne Rd (Newport),"-37.845296, 144.885151",3015
14313,Paine St/Melbourne Rd (Newport),"-37.847294, 144.886537",3015
14314,Nott St/Graham St (Port Melbourne),"-37.839793, 144.939727",3207
14315,Jackson Reserve/Melbourne Rd (Newport),"-37.84973, 144.888195",3015
14316,Albert St/Melbourne Rd (Williamstown),"-37.852741, 144.890246",3016
14317,Williamstown North PS/Melbourne Rd (Williamstown),"-37.856015, 144.892437",3016
14318,Ferguson St/Melbourne Rd (Williamstown),"-37.857812, 144.893648",3016
14319,Verdon St/Ferguson St (Williamstown),"-37.858419, 144.892301",3016
14320,North Williamstown Station/Ferguson St (Williamstown),"-37.858065, 144.890174",3016
14321,Collins St/Victoria St (Williamstown),"-37.859454, 144.889248",3016
14322,Laverton St/Victoria St (Williamstown),"-37.861701, 144.888899",3016
14323,Graham St/Bay St (Port Melbourne),"-37.839689, 144.941503",3207
14324,Hourigan Ave/Clayton Rd (Clayton),"-37.917018, 145.121355",3800
14325,Monash Specialist Centre/Clayton Rd (Clayton),"-37.918545, 145.121055",3800
14326,Clayton SC/Clayton Rd (Clayton),"-37.925778, 145.119699",3169
14327,Clayton Rd/Centre Rd (Clayton),"-37.928482, 145.11806",3169
14328,Knight St/Centre Rd (Clayton South),"-37.928028, 145.114442",3169
14329,Jeanette St/Centre Rd (Clayton South),"-37.927727, 145.111981",3169
14330,Bridge St/Bay St (Port Melbourne),"-37.837216, 144.943844",3207
14331,Springs Rd/Centre Rd (Clayton South),"-37.927425, 145.10944",3169
14332,Elder St/Centre Rd (Clarinda),"-37.92694, 145.105641",3169
14333,Eulinga Rd/Centre Rd (Clarinda),"-37.926721, 145.103826",3169
14334,Crawford Rd/Centre Rd (Clarinda),"-37.926535, 145.102295",3169
14335,Huntingdale Rd/Centre Rd (Oakleigh South),"-37.926148, 145.099017",3167
14336,Windsor Ave/Centre Rd (Oakleigh South),"-37.925872, 145.097011",3167
14337,Carroll Rd/Centre Rd (Oakleigh South),"-37.925529, 145.094175",3167
14338,Norma Ave/Cameron Ave (Oakleigh South),"-37.923325, 145.087202",3167
14339,Beryl Ave/Cameron Ave (Oakleigh South),"-37.921043, 145.087625",3167
14340,Raglan St/Crockford St (Port Melbourne),"-37.834834, 144.946808",3207
14341,Barholme Ct/Golf Rd (Oakleigh South),"-37.919163, 145.08781",3167
14342,Devoy St/Golf Rd (Oakleigh South),"-37.917896, 145.08807",3167
14343,Alleford St/Golf Rd (Oakleigh South),"-37.915166, 145.088619",3167
14344,Picadilly St/Golf Rd (Oakleigh South),"-37.913378, 145.088972",3617
14345,Metropolitan Golf Club/Golf Rd (Oakleigh South),"-37.910755, 145.089484",3617
14346,North Rd/Golf Links Ave (Oakleigh),"-37.908871, 145.090602",3617
14347,Schoolhall St/Golf Links Ave (Oakleigh),"-37.907622, 145.090827",3617
14348,Willgilson Ct/Golf Links Ave (Oakleigh),"-37.905295, 145.091251",3617
14349,Montague St/City Rd (South Melbourne),"-37.832502, 144.952576",3205
14350,Wattle Park/Elgar Rd (Box Hill),"-37.837749, 145.111198",3128
14351,Cadorna St/Elgar Rd (Box Hill South),"-37.841729, 145.11046",3128
14352,Uganda St/Elgar Rd (Burwood),"-37.844767, 145.109928",3128
14353,Cropley Ct/Elgar Rd (Burwood),"-37.846402, 145.109613",3125
14354,Burwood Hwy/Elgar Rd (Burwood),"-37.849179, 145.109133",3125
14355,Deakin University/Burwood Hwy (Burwood),"-37.849962, 145.115841",3128
14356,Havelock St/Station St (Burwood),"-37.851351, 145.119875",3128
14357,Ferrars St/City Rd (South Melbourne),"-37.831459, 144.953775",3205
14358,Talbett St/Station St (Burwood),"-37.852951, 145.119573",3128
14359,Goold St/Station St (Burwood),"-37.855063, 145.119201",3128
14360,Montague St/Normanby Rd (South Melbourne),"-37.82948, 144.947763",3205
14361,Ingles St/Normanby Rd (Port Melbourne),"-37.831142, 144.944899",3207
14362,Port Melbourne Cricket Ground/Williamstown Rd (Port Melbourne),"-37.831663, 144.942715",3207
14363,Derham St/Williamstown Rd (Port Melbourne),"-37.832011, 144.940955",3207
14364,Bridge St/Williamstown Rd (Port Melbourne),"-37.832382, 144.939013",3207
14365,Farrell St/Williamstown Rd (Port Melbourne),"-37.832729, 144.93722",3207
14366,Southward Ave/Williamstown Rd (Port Melbourne),"-37.833079, 144.935562",3207
14367,Cecil St/City Rd (Southbank),"-37.830187, 144.955242",3006
14368,Page Ave/Williamstown Rd (Port Melbourne),"-37.834585, 144.92793",3207
14369,Plummer St/Salmon St (Port Melbourne),"-37.833106, 144.924324",3207
14370,Rocklea Dr/Salmon St (Port Melbourne),"-37.830914, 144.923647",3207
14371,Turner St/Salmon St (Port Melbourne),"-37.823738, 144.921451",3207
14372,Lorimer St/Salmon St (Port Melbourne),"-37.822405, 144.921023",3207
14373,Clarendon St/City Rd (Southbank),"-37.828235, 144.957512",3006
14374,West Gate Fwy/Lorimer St (Southbank),"-37.825308, 144.94522",3008
14375,Hartley St/Lorimer St (Southbank),"-37.823559, 144.939463",3207
14376,Rogers St/Lorimer St (Port Melbourne),"-37.823121, 144.937101",3207
14377,Ingles St/Lorimer St (Port Melbourne),"-37.82222, 144.933002",3207
14378,Graham St/Lorimer St (Port Melbourne),"-37.821562, 144.929942",3207
14379,Hall St/Lorimer St (Port Melbourne),"-37.820956, 144.92571",3207
14380,Salmon St/Lorimer St (Port Melbourne),"-37.82089, 144.921474",3207
14381,Westside Ave/Lorimer St (Port Melbourne),"-37.821109, 144.91856",3207
14382,Bayside Ave/Lorimer St (Port Melbourne),"-37.821455, 144.916187",3207
14383,DST Group/Lorimer St (Port Melbourne),"-37.82207, 144.913273",3207
14384,City Rd/Queens Bridge St (Southbank),"-37.825552, 144.960244",3006
14385,Eastgate St/North Rd (Oakleigh),"-37.909765, 145.087883",3167
14386,Best St/North Rd (Oakleigh),"-37.910104, 145.091047",3166
14387,Young St/North Rd (Oakleigh),"-37.910467, 145.09453",3166
14388,Gadd St/North Rd (Oakleigh),"-37.910687, 145.096435",3166
14389,McIntosh St/North Rd (Oakleigh),"-37.911005, 145.099373",3166
14390,Wirraway Dr/Todd Rd (Port Melbourne),"-37.825411, 144.9116",3207
14391,Fenton St/North Rd (Huntingdale),"-37.912195, 145.110023",3166
14392,Franklyn St/North Rd (Huntingdale),"-37.912553, 145.113245",3166
14393,Exhibition Building/Rathdowne St (Carlton),"-37.804299, 144.969472",3053
14394,Coane St/North Rd (Clayton),"-37.91295, 145.11667",3166
14395,Braille Library/Commercial Rd (South Yarra),"-37.845886, 144.987186",3141
14396,Prahran Market/Commercial Rd (South Yarra),"-37.846541, 144.992271",3141
14397,Chapel St/Commercial Rd (South Yarra),"-37.846735, 144.993606",3141
14398,Surrey Rd/Malvern Rd (South Yarra),"-37.847284, 144.997808",3141
14399,Hobson St/Malvern Rd (South Yarra),"-37.847664, 145.000548",3141
14400,Robinson St/Williams Rd (Prahran),"-37.848628, 145.003181",3181
14401,Wrights Tce/Williams Rd (Prahran),"-37.850722, 145.002874",3181
14402,High St/Williams Rd (Prahran),"-37.853563, 145.002445",3181
14403,Gooch St/Williams Rd (Windsor),"-37.855009, 145.002168",3181
14404,Rae Ct/Williams Rd (Windsor),"-37.856959, 145.00182",3181
14405,Dandenong Rd/Williams Rd (Windsor),"-37.858387, 145.001554",3181
14406,Carlton Gardens/Rathdowne St (Carlton),"-37.801478, 144.969947",3053
14407,St Kilda Cemetery/Hotham St (St Kilda East),"-37.861082, 145.001083",3183
14408,Alma Rd/Hotham St (St Kilda East),"-37.862439, 145.00083",3183
14409,Cardigan St/Hotham St (St Kilda East),"-37.864757, 145.000404",3183
14410,Inkerman St/Hotham St (St Kilda East),"-37.866284, 145.000147",3183
14411,Balaclava Rd/Hotham St (St Kilda East),"-37.869168, 144.999625",3183
14412,Melby Ave/Hotham St (St Kilda East),"-37.87215, 144.999022",3183
14413,Mayfield St/Hotham St (St Kilda East),"-37.873829, 144.998681",3183
14414,59 Staughton St (Melton South),"-37.70363, 144.56877",3338
14415,Victoria University/Rees Rd (Melton South),"-37.707774, 144.563905",3338
14416,Elgin St/Rathdowne St (Carlton),"-37.797901, 144.970534",3503
14417,Hume Ave/Rees Rd (Melton South),"-37.712226, 144.563022",3338
